,rseed,num_req,adm_rate,succ_order_rate,service_rate,policy,pct
695,46,133,9.0226,91.6667,8.2707,NomiSch,83
696,47,173,5.7803,100.0,5.7803,NomiSch,83
697,48,163,6.7485,90.9091,6.135,NomiSch,83
698,49,172,6.3953,100.0,6.3953,NomiSch,83
699,50,179,7.8212,71.4286,5.5866,NomiSch,83
700,1,144,6.9444,100.0,6.9444,NomiSch,84
701,2,155,6.4516,100.0,6.4516,NomiSch,84
702,3,179,7.2626,84.6154,6.1453,NomiSch,84
703,4,179,6.7039,91.6667,6.1453,NomiSch,84
704,5,160,10.0,62.5,6.25,NomiSch,84
705,6,167,6.5868,90.9091,5.988,NomiSch,84
706,7,164,6.7073,90.9091,6.0976,NomiSch,84
707,8,165,6.0606,100.0,6.0606,NomiSch,84
708,9,180,5.5556,100.0,5.5556,NomiSch,84
709,10,162,6.1728,100.0,6.1728,NomiSch,84
710,11,180,5.5556,100.0,5.5556,NomiSch,84
711,12,152,6.5789,100.0,6.5789,NomiSch,84
712,13,145,7.5862,90.9091,6.8966,NomiSch,84
713,14,164,6.7073,90.9091,6.0976,NomiSch,84
714,15,154,7.1429,90.9091,6.4935,NomiSch,84
715,16,168,6.5476,90.9091,5.9524,NomiSch,84
716,17,182,5.4945,100.0,5.4945,NomiSch,84
717,18,180,6.1111,90.9091,5.5556,NomiSch,84
718,19,161,6.2112,100.0,6.2112,NomiSch,84
719,20,204,4.902,100.0,4.902,NomiSch,84
720,21,178,5.618,100.0,5.618,NomiSch,84
721,22,159,6.2893,100.0,6.2893,NomiSch,84
722,23,158,6.3291,100.0,6.3291,NomiSch,84
723,24,185,7.027,92.3077,6.4865,NomiSch,84
724,25,166,6.0241,100.0,6.0241,NomiSch,84
725,26,182,8.2418,66.6667,5.4945,NomiSch,84
726,27,186,5.3763,100.0,5.3763,NomiSch,84
727,28,174,8.6207,66.6667,5.7471,NomiSch,84
728,29,169,5.9172,100.0,5.9172,NomiSch,84
729,30,165,7.2727,91.6667,6.6667,NomiSch,84
730,31,154,7.1429,90.9091,6.4935,NomiSch,84
731,32,160,7.5,91.6667,6.875,NomiSch,84
732,33,181,5.5249,100.0,5.5249,NomiSch,84
733,34,144,7.6389,100.0,7.6389,NomiSch,84
734,35,185,5.4054,100.0,5.4054,NomiSch,84
735,36,173,6.3584,90.9091,5.7803,NomiSch,84
736,37,182,5.4945,100.0,5.4945,NomiSch,84
737,38,185,5.9459,100.0,5.9459,NomiSch,84
738,39,188,7.4468,71.4286,5.3191,NomiSch,84
739,40,156,7.0513,90.9091,6.4103,NomiSch,84
740,41,160,6.25,100.0,6.25,NomiSch,84
741,42,156,8.3333,76.9231,6.4103,NomiSch,84
742,43,164,6.7073,90.9091,6.0976,NomiSch,84
743,44,170,6.4706,100.0,6.4706,NomiSch,84
744,45,169,5.9172,100.0,5.9172,NomiSch,84
745,46,133,8.2707,100.0,8.2707,NomiSch,84
746,47,173,5.7803,100.0,5.7803,NomiSch,84
747,48,163,6.135,100.0,6.135,NomiSch,84
748,49,172,5.814,100.0,5.814,NomiSch,84
749,50,179,6.1453,90.9091,5.5866,NomiSch,84
750,1,144,6.9444,100.0,6.9444,NomiSch,85
751,2,155,6.4516,100.0,6.4516,NomiSch,85
752,3,179,6.7039,83.3333,5.5866,NomiSch,85
753,4,179,6.1453,90.9091,5.5866,NomiSch,85
754,5,160,10.0,62.5,6.25,NomiSch,85
755,6,167,6.5868,100.0,6.5868,NomiSch,85
756,7,164,6.0976,100.0,6.0976,NomiSch,85
757,8,165,6.0606,100.0,6.0606,NomiSch,85
758,9,180,5.5556,100.0,5.5556,NomiSch,85
759,10,162,6.1728,100.0,6.1728,NomiSch,85
760,11,180,5.5556,100.0,5.5556,NomiSch,85
761,12,152,6.5789,100.0,6.5789,NomiSch,85
762,13,145,7.5862,90.9091,6.8966,NomiSch,85
763,14,164,6.0976,100.0,6.0976,NomiSch,85
764,15,154,6.4935,100.0,6.4935,NomiSch,85
765,16,168,6.5476,90.9091,5.9524,NomiSch,85
766,17,182,5.4945,100.0,5.4945,NomiSch,85
767,18,180,6.1111,90.9091,5.5556,NomiSch,85
768,19,161,6.2112,100.0,6.2112,NomiSch,85
769,20,204,4.902,100.0,4.902,NomiSch,85
770,21,178,5.618,100.0,5.618,NomiSch,85
771,22,159,6.2893,100.0,6.2893,NomiSch,85
772,23,158,6.3291,100.0,6.3291,NomiSch,85
773,24,185,5.9459,90.9091,5.4054,NomiSch,85
774,25,166,6.0241,100.0,6.0241,NomiSch,85
775,26,182,7.6923,71.4286,5.4945,NomiSch,85
776,27,186,5.3763,100.0,5.3763,NomiSch,85
777,28,174,8.046,71.4286,5.7471,NomiSch,85
778,29,169,5.9172,100.0,5.9172,NomiSch,85
779,30,165,6.6667,90.9091,6.0606,NomiSch,85
780,31,154,6.4935,100.0,6.4935,NomiSch,85
781,32,160,6.875,90.9091,6.25,NomiSch,85
782,33,181,5.5249,100.0,5.5249,NomiSch,85
783,34,144,6.9444,100.0,6.9444,NomiSch,85
784,35,185,5.4054,100.0,5.4054,NomiSch,85
785,36,173,5.7803,100.0,5.7803,NomiSch,85
786,37,182,5.4945,100.0,5.4945,NomiSch,85
787,38,185,5.4054,100.0,5.4054,NomiSch,85
788,39,188,6.383,83.3333,5.3191,NomiSch,85
789,40,156,6.4103,100.0,6.4103,NomiSch,85
790,41,160,6.25,100.0,6.25,NomiSch,85
791,42,156,8.3333,76.9231,6.4103,NomiSch,85
792,43,164,6.7073,90.9091,6.0976,NomiSch,85
793,44,170,6.4706,90.9091,5.8824,NomiSch,85
